#id	length	evalue	coverge	probability	score
contig_44:946501..952893#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-INT	308	2.1e-170	100.0	1.0	559.4
contig_44:946501..952893#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-CHDCR	63	9.9e-09	96.7	0.75	29.2
contig_46:16985..21922#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	3.4e-54	100.0	0.97	176.0
contig_46:16985..21922#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	3.7e-113	100.0	0.99	370.5
contig_46:16985..21922#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	197	1.8e-78	100.0	0.97	256.3
contig_46:16985..21922#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	5.2e-21	100.0	0.99	68.7
contig_46:16985..21922#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	3.7e-12	100.0	0.95	40.3
contig_46:25645..30599#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	8e-36	100.0	0.99	115.8
contig_46:25645..30599#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	1.1e-38	100.0	1.0	124.9
contig_46:25645..30599#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	200	2.6e-101	100.0	1.0	330.8
contig_46:25645..30599#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	5e-132	100.0	0.99	432.5
contig_46:25645..30599#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	8.4e-63	100.0	1.0	203.6
contig_47:1136997..1141963#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	2.7e-55	100.0	1.0	179.6
contig_47:1136997..1141963#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	255	1.1e-107	100.0	0.97	352.6
contig_47:1136997..1141963#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	194	2.3e-78	100.0	0.95	256.0
contig_47:1136997..1141963#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	8e-15	100.0	0.97	48.8
contig_47:1136997..1141963#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	107	4.1e-18	98.9	0.83	59.4
contig_47:1279518..1284794#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1.9e-52	100.0	0.99	170.3
contig_47:1279518..1284794#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	8.9e-103	100.0	0.98	336.5
contig_47:1279518..1284794#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	197	1.2e-70	100.0	0.96	230.8
contig_47:1279518..1284794#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	1.5e-18	100.0	0.97	60.8
contig_47:1279518..1284794#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	115	4.9e-13	86.7	0.93	43.1
contig_47:1314640..1319528#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	107	9.8e-18	97.8	0.92	58.2
contig_47:1314640..1319528#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	1.7e-19	100.0	0.98	63.8
contig_47:1314640..1319528#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	194	1.2e-78	100.0	0.96	256.9
contig_47:1314640..1319528#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	255	1.1e-112	100.0	0.98	369.0
contig_47:1314640..1319528#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	111	1.7e-45	81.1	0.98	147.8
contig_47:1367170..1372129#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	6.9e-63	100.0	1.0	203.9
contig_47:1367170..1372129#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	6.1e-132	100.0	0.99	432.2
contig_47:1367170..1372129#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	200	1.9e-101	100.0	1.0	331.2
contig_47:1367170..1372129#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	9.5e-39	100.0	1.0	125.1
contig_47:1367170..1372129#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	1.2e-35	100.0	0.99	115.2
contig_47:1658315..1662827#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-RH	93	1.5e-32	62.7	0.95	105.9
contig_47:1658315..1662827#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-RT	87	4.6e-23	29.3	0.9	75.5
contig_47:1658315..1662827#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-INT	53	1.2e-27	25.4	0.98	90.3
contig_47:1658315..1662827#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-PROT	68	8.6e-27	100.0	1.0	87.0
contig_47:1658315..1662827#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-GAG	86	1.3e-26	90.3	0.98	86.4
contig_47:173393..178397#LTR/unknown|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	105	6.8e-50	73.7	0.97	161.8
contig_47:1878706..1883661#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	8e-36	100.0	0.99	115.8
contig_47:1878706..1883661#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	2.6e-38	100.0	1.0	123.7
contig_47:1878706..1883661#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	200	4.6e-101	100.0	1.0	330.0
contig_47:1878706..1883661#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	9.4e-132	100.0	0.99	431.6
contig_47:1878706..1883661#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	7e-63	100.0	1.0	203.9
contig_47:293663..298521#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	102	1.3e-17	98.9	0.91	57.8
contig_47:293663..298521#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	4e-21	98.6	0.97	69.0
contig_47:293663..298521#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	193	4.7e-81	100.0	0.97	264.7
contig_47:293663..298521#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	255	8.6e-110	100.0	0.98	359.5
contig_47:293663..298521#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	7.7e-56	100.0	1.0	181.3
contig_47:399779..405607#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-RH	96	2.4e-32	62.7	0.94	105.2
contig_47:399779..405607#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-INT	46	1.1e-24	22.4	0.98	80.7
contig_47:399779..405607#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-PROT	68	1.4e-26	100.0	1.0	86.4
contig_47:399779..405607#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-GAG	93	2.2e-31	100.0	0.98	101.7
contig_47:47806..51155#LTR/unknown|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	107	1.9e-51	73.7	0.97	166.8
contig_47:78668..82296#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	119	5e-22	100.0	0.95	72.4
contig_47:867352..872477#LTR/unknown|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	105	3.4e-51	73.7	0.97	166.0
contig_52:1091062..1097684#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	3.9e-30	100.0	0.99	97.5
contig_52:1091062..1097684#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	1.5e-43	100.0	0.99	141.8
contig_52:1103672..1112471#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	61	6.6e-20	75.9	0.99	64.7
contig_52:1103672..1112471#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	7.6e-55	100.0	0.99	178.3
contig_52:1389642..1394615#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	97	2.3e-20	96.7	0.9	66.6
contig_52:1389642..1394615#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	1.7e-16	100.0	0.98	54.2
contig_52:1389642..1394615#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	193	2.5e-80	100.0	0.96	262.4
contig_52:1389642..1394615#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	255	1.3e-105	100.0	0.98	345.8
contig_52:1389642..1394615#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1.4e-49	100.0	0.99	161.0
contig_52:1415241..1421825#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	98	8.1e-25	75.8	0.96	80.9
contig_52:1415241..1421825#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	75	4.7e-22	100.0	1.0	72.0
contig_52:1415241..1421825#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RT	173	7e-91	100.0	0.99	296.4
contig_52:1415241..1421825#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RH	145	3.7e-74	100.0	1.0	241.3
contig_52:1415241..1421825#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-INT	309	5.9e-159	100.0	0.99	521.7
contig_52:1415241..1421825#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	77	7.6e-22	100.0	0.98	70.9
contig_52:1474649..1478332#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	7.3e-17	98.6	0.95	55.4
contig_52:1474649..1478332#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	166	6e-73	86.1	0.99	238.3
contig_52:1474649..1478332#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	255	1.8e-113	100.0	0.98	371.6
contig_52:1474649..1478332#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	5.3e-57	100.0	1.0	185.1
contig_52:1491468..1503082#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	314	5.7e-118	100.0	0.97	387.5
contig_52:1491468..1503082#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RH	108	5.8e-37	42.2	0.95	121.3
contig_52:1491468..1503082#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	158	3.6e-71	87.4	0.97	232.0
contig_52:1491468..1503082#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	76	3.1e-21	100.0	0.98	69.5
contig_52:1491468..1503082#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	123	6.4e-24	100.0	0.92	78.1
contig_52:1568696..1574462#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	126	1.3e-58	100.0	0.99	190.0
contig_52:1568696..1574462#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	157	1.5e-55	58.5	0.96	181.7
contig_52:1568696..1574462#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	129	6.3e-52	65.0	0.99	169.6
contig_52:1568696..1574462#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	72	1.5e-30	100.0	0.99	99.0
contig_52:1568696..1574462#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	90	2.2e-29	100.0	0.99	95.0
contig_52:1724415..1728807#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	126	2e-49	98.4	0.97	160.3
contig_52:1724415..1728807#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	260	3.9e-119	100.0	0.99	390.1
contig_52:1724415..1728807#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	103	4.3e-35	50.3	0.92	114.7
contig_52:1724415..1728807#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	90	4.5e-27	97.8	0.98	87.6
contig_52:1857391..1874357#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	40	1.8e-14	50.6	0.95	47.3
contig_52:1857391..1874357#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	3.6e-52	100.0	0.98	169.6
contig_52:2032994..2043610#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	1.2e-29	100.0	0.99	96.0
contig_52:2032994..2043610#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	3.4e-55	100.0	0.99	179.4
contig_52:796181..801097#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	104	4e-23	100.0	0.88	75.4
contig_52:796181..801097#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	1.2e-18	98.6	0.97	61.1
contig_52:796181..801097#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	195	2.4e-74	100.0	0.97	242.8
contig_52:796181..801097#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	173	1.2e-66	62.6	0.93	218.1
contig_52:796181..801097#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	87	1.1e-30	66.9	0.97	100.0
contig_53:1129055..1138963#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	3e-27	100.0	0.98	88.2
contig_53:1129055..1138963#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	4.9e-53	99.2	1.0	172.4
contig_53:1445247..1455842#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	2.3e-30	100.0	0.99	98.2
contig_53:1445247..1455842#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	1.5e-55	100.0	0.99	180.6
contig_53:1585109..1590536#LTR/Copia|Class_I/LTR/Ty1_copia/TAR:Ty1-GAG	84	8.1e-23	85.6	0.94	74.9
contig_53:1585109..1590536#LTR/Copia|Class_I/LTR/Ty1_copia/TAR:Ty1-PROT	73	4.9e-32	100.0	1.0	103.7
contig_53:1585109..1590536#LTR/Copia|Class_I/LTR/Ty1_copia/TAR:Ty1-INT	192	1.2e-85	100.0	0.98	279.6
contig_53:1585109..1590536#LTR/Copia|Class_I/LTR/Ty1_copia/TAR:Ty1-RT	257	5.2e-131	100.0	0.98	429.4
contig_53:1585109..1590536#LTR/Copia|Class_I/LTR/Ty1_copia/TAR:Ty1-RH	117	3.1e-53	88.4	0.98	173.0
contig_53:1641326..1649059#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-GAG	82	7.8e-15	100.0	0.97	48.7
contig_53:1641326..1649059#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-PROT	68	1.2e-21	100.0	0.99	70.6
contig_53:1641326..1649059#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-RT	225	1.7e-46	86.7	0.95	152.2
contig_53:1641326..1649059#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-RH	126	3.1e-28	99.2	0.96	91.9
contig_53:966198..972035#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	1.3e-32	100.0	0.98	106.4
contig_53:966198..972035#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	2.9e-31	100.0	0.99	101.1
contig_57:1154378..1161606#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-CHDCR	131	1.6e-27	100.0	0.96	89.3
contig_57:1154378..1161606#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-INT	308	2.1e-175	100.0	1.0	575.9
contig_57:1154378..1161606#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RH	145	5.2e-80	100.0	1.0	260.4
contig_57:1154378..1161606#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RT	173	3.5e-106	100.0	1.0	346.1
contig_57:1154378..1161606#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-PROT	75	9.4e-39	100.0	1.0	125.3
contig_57:1154378..1161606#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	130	8e-54	100.0	1.0	174.9
contig_57:2722800..2729138#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-CHDCR	57	4.1e-11	83.3	0.79	36.8
contig_57:2722800..2729138#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-INT	166	4.2e-93	52.6	0.98	305.6
contig_57:2722800..2729138#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RH	145	5.6e-69	100.0	0.99	224.6
contig_57:2722800..2729138#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RT	149	6.9e-87	81.5	0.99	283.3
contig_57:2722800..2729138#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-PROT	75	8.8e-35	100.0	1.0	112.6
contig_57:2780761..2787269#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-CHDCR	53	2.3e-10	98.3	0.84	34.4
contig_57:2780761..2787269#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-INT	307	4.2e-163	100.0	1.0	535.5
contig_57:2780761..2787269#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RH	145	1.2e-74	100.0	1.0	243.0
contig_57:2780761..2787269#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RT	173	9.4e-104	100.0	1.0	338.2
contig_57:2780761..2787269#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-PROT	75	1.3e-38	100.0	1.0	124.9
contig_57:2780761..2787269#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	130	7.2e-47	100.0	1.0	152.5
contig_57:2830626..2835043#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-CHDCR	72	3.6e-11	65.0	0.75	37.0
contig_57:2830626..2835043#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	94	8.3e-15	56.2	0.93	48.8
contig_57:3536327..3546795#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	2e-28	100.0	0.99	92.0
contig_57:3536327..3546795#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	3.2e-54	100.0	0.99	176.3
contig_57:3941582..3948888#LTR/Copia|Class_I/LTR/Ty1_copia/TAR:Ty1-GAG	90	1.2e-28	100.0	0.99	93.6
contig_57:3941582..3948888#LTR/Copia|Class_I/LTR/Ty1_copia/TAR:Ty1-PROT	73	7.3e-33	100.0	1.0	106.4
contig_57:3941582..3948888#LTR/Copia|Class_I/LTR/Ty1_copia/TAR:Ty1-INT	194	1.1e-91	100.0	0.99	299.3
contig_57:3941582..3948888#LTR/Copia|Class_I/LTR/Ty1_copia/TAR:Ty1-RT	256	2.7e-129	99.6	0.99	423.8
contig_57:3941582..3948888#LTR/Copia|Class_I/LTR/Ty1_copia/TAR:Ty1-RH	92	1.2e-43	70.5	0.99	142.0
contig_57:4144501..4158552#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	1.6e-57	100.0	0.99	186.9
contig_57:4144501..4158552#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	4.5e-31	100.0	0.99	100.5
contig_57:4144501..4158552#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-RT	192	4.8e-114	100.0	1.0	372.4
contig_57:4144501..4158552#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-RH	149	2.8e-77	100.0	1.0	251.4
contig_57:4144501..4158552#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-INT	313	5.5e-177	100.0	1.0	581.3
contig_57:4213195..4217365#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-CHDCR	89	5.4e-13	50.0	0.8	42.8
contig_57:4213195..4217365#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	79	6.1e-10	49.2	0.94	33.0
contig_57:4502988..4513537#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	120	5.5e-30	93.4	0.97	97.6
contig_57:4502988..4513537#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	39	6.2e-09	46.8	0.92	30.1
contig_57:4502988..4513537#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	149	4.6e-82	82.2	0.99	267.5
contig_57:4502988..4513537#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RH	53	1.3e-46	20.7	0.95	152.9
contig_57:4502988..4513537#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	313	1.4e-143	98.1	0.98	471.5
contig_57:4643202..4654691#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	105	4.2e-44	78.9	0.99	143.5
contig_57:4643202..4654691#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	1.7e-29	100.0	0.99	95.4
contig_58:1429615..1434349#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	1.1e-15	98.9	0.96	51.6
contig_58:1429615..1434349#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	3.9e-22	100.0	0.98	72.3
contig_58:1429615..1434349#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	197	1.6e-82	100.0	0.99	269.5
contig_58:1429615..1434349#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	7.2e-111	100.0	0.99	363.0
contig_58:1429615..1434349#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1.6e-51	100.0	0.99	167.4
contig_58:2235978..2242186#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	129	2.5e-50	99.2	0.99	163.7
contig_58:2235978..2242186#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-PROT	75	4.3e-34	100.0	1.0	110.4
contig_58:2235978..2242186#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RT	103	2.2e-61	57.8	0.98	200.3
contig_58:2235978..2242186#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RH	145	3.1e-79	100.0	1.0	257.9
contig_58:2235978..2242186#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-INT	307	2.6e-167	98.4	0.99	549.3
contig_58:2235978..2242186#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-CHDCR	76	1.4e-20	91.7	0.91	67.2
contig_58:2913788..2918532#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	1.2e-29	100.0	0.99	95.9
contig_58:2913788..2918532#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	2.8e-30	100.0	0.99	97.9
contig_58:2913788..2918532#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	201	6.5e-85	100.0	0.99	277.3
contig_58:2913788..2918532#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	6.3e-123	100.0	0.99	402.7
contig_58:2913788..2918532#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	3e-52	100.0	0.99	169.5
contig_58:4146987..4152441#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	3.4e-62	100.0	1.0	201.8
contig_58:4146987..4152441#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	260	1.8e-108	100.0	0.97	355.2
contig_58:4146987..4152441#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	194	6.2e-75	100.0	0.95	244.7
contig_58:4146987..4152441#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	2.5e-21	100.0	0.97	69.7
contig_58:4146987..4152441#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	107	1.3e-14	100.0	0.87	48.1
contig_58:422992..427749#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	4.1e-49	100.0	0.99	159.4
contig_58:422992..427749#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	5.7e-120	100.0	0.99	393.0
contig_58:422992..427749#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	200	1.5e-86	100.0	1.0	282.6
contig_58:422992..427749#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	9.7e-29	100.0	0.98	93.0
contig_58:422992..427749#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	7.9e-28	100.0	0.99	90.1
contig_58:4282185..4285013#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	6.8e-63	100.0	1.0	204.9
contig_58:4282185..4285013#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	7.3e-150	100.0	1.0	491.6
contig_58:4282185..4285013#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	73	1.2e-18	97.4	0.91	60.9
contig_58:4385429..4390915#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	2e-56	100.0	1.0	183.2
